time_ms,membrane_potential_mV
2.355889724310777,-59.786769822395115
2.3659147869674184,-59.85150289610031
2.37593984962406,-59.897618247857096
2.3859649122807016,-59.9301184723432
2.3959899749373434,-59.95277874971293
2.406015037593985,-59.96841013048766
2.416040100250626,-59.97907847002806
2.426065162907268,-59.98628252085534
2.43609022556391,-59.99109589167175
2.4461152882205512,-59.99427807948987
2.4561403508771926,-59.996359773020004
2.4661654135338344,-59.99770728344514
2.4761904761904763,-59.99857042307902
2.4862155388471177,-59.9991175300035
2.496240601503759,-59.99946070346803
2.506265664160401,-59.99967371991617
2.5162907268170427,-59.99980457111163
2.526315789473684,-59.999884116336354
2.5363408521303255,-59.999931971494384
2.5463659147869673,-59.99996046380195
2.556390977443609,-59.99997725247583
2.5664160401002505,-59.99998704287569
2.576441102756892,-59.99999269334882
2.5864661654135337,-59.999995920909114
2.5964912280701755,-59.999997745534216
2.606516290726817,-59.999998766443134
2.6165413533834583,-59.99999933179463
2.6265664160401,-59.999999641659414
2.636591478696742,-59.99999980975323
2.6466165413533833,-59.99999990000602
2.6566416040100247,-59.99999994796858
2.6666666666666665,-59.999999973196424
2.6766917293233083,-59.99999998633042
2.6867167919799497,-59.999999993098356
2.696741854636591,-59.999999996550265
2.706766917293233,-59.99999999829292
2.7167919799498748,-59.99999999916371
2.726817042606516,-59.9999999995944
2.7368421052631575,-59.999999999805254
2.7468671679197993,-59.99999999990743
2.756892230576441,-59.99999999995644
2.7669172932330826,-59.99999999997971
2.776942355889724,-59.99999999999064
2.7869674185463658,-59.99999999999572
2.7969924812030076,-59.99999999999807
2.807017543859649,-59.99999999999913
2.8170426065162903,-59.999999999999616
2.827067669172932,-59.99999999999983
2.837092731829574,-59.99999999999993
2.8471177944862154,-59.99999999999997
2.8571428571428568,-59.999999999999986
2.8671679197994986,-59.99999999999999
2.8771929824561404,-60.0
2.887218045112782,-60.0
2.897243107769423,-60.0
2.907268170426065,-60.0
2.917293233082707,-60.0
2.927318295739348,-60.0
2.9373433583959896,-60.0
2.9473684210526314,-60.0
2.9573934837092732,-60.0
2.9674185463659146,-60.0
2.977443609022556,-60.0
2.987468671679198,-60.0
2.9974937343358397,-60.0
3.007518796992481,-60.0
3.0175438596491224,-60.0
3.0275689223057642,-60.0
3.037593984962406,-60.0
3.0476190476190474,-60.0
3.057644110275689,-60.0
3.0676691729323307,-60.0
3.0776942355889725,-60.0
3.087719298245614,-60.0
3.0977443609022552,-60.0
3.107769423558897,-60.0
3.117794486215539,-60.0
3.1278195488721803,-60.0
3.1378446115288217,-60.0
3.1478696741854635,-60.0
3.1578947368421053,-60.0
3.1679197994987467,-60.0
3.177944862155388,-60.0
3.18796992481203,-60.0
3.1979949874686717,-60.0
3.208020050125313,-60.0
3.2180451127819545,-60.0
3.2280701754385963,-60.0
3.238095238095238,-60.0
3.2481203007518795,-60.0
3.258145363408521,-60.0
3.2681704260651627,-60.0
3.2781954887218046,-60.0
3.288220551378446,-60.0
3.2982456140350873,-60.0
3.308270676691729,-60.0
3.318295739348371,-60.0
3.3283208020050123,-60.0
3.3383458646616537,-60.0
3.3483709273182956,-60.0
3.3583959899749374,-60.0
3.3684210526315788,-60.0
3.37844611528822,-60.0
3.388471177944862,-60.0
3.398496240601504,-60.0
3.408521303258145,-60.0
3.4185463659147866,-60.0
3.4285714285714284,-60.0
3.43859649122807,-60.0
3.4486215538847116,-60.0
3.458646616541353,-60.0
3.468671679197995,-60.0
3.4786967418546366,-60.0
3.488721804511278,-60.0
3.4987468671679194,-60.0
3.508771929824561,-60.0
3.518796992481203,-60.0
3.5288220551378444,-60.0
3.538847117794486,-60.0
3.5488721804511276,-60.0
3.5588972431077694,-60.0
3.568922305764411,-60.0
3.578947368421052,-60.0
3.588972431077694,-60.0
3.598997493734336,-60.0
3.6090225563909772,-60.0
3.6190476190476186,-60.0
3.6290726817042605,-60.0
3.6390977443609023,-60.0
3.6491228070175437,-60.0
3.659147869674185,-60.0
3.669172932330827,-60.0
3.6791979949874687,-60.0
3.68922305764411,-60.0
3.6992481203007515,-60.0
3.7092731829573933,-60.0
3.719298245614035,-60.0
3.7293233082706765,-60.0
3.739348370927318,-60.0
3.7493734335839597,-60.0
3.7593984962406015,-60.0
3.769423558897243,-60.0
3.7794486215538843,-60.0
3.789473684210526,-60.0
3.799498746867168,-60.0
3.8095238095238093,-60.0
3.8195488721804507,-60.0
3.8295739348370925,-60.0
3.8395989974937343,-60.0
3.8496240601503757,-60.0
3.859649122807017,-60.0
3.869674185463659,-60.0
3.8796992481203008,-60.0
3.889724310776942,-60.0
3.8997493734335835,-60.0
3.9097744360902253,-60.0
3.919799498746867,-60.0
3.9298245614035086,-60.0
3.93984962406015,-60.0
3.9498746867167918,-60.0
3.9598997493734336,-60.0
3.969924812030075,-60.0
3.9799498746867163,-60.0
3.989974937343358,-60.0
4.0,-60.0
